dataset,datim_dataelement,shortname,code,dataelement,dataelementuid,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid
MER Results: Facility Based,"HTS_TST (N, DSD, Emergency Ward/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, EW/Age/Sex/Result)",HTS_TST_N_DSD_EW_Age_Sex_Result,"echo_HTS_TST_N_EW_Age_Sex_Result | Unknown Age, Male, Positive",m6oDgY6WhM4,"Unknown Age, Male, Positive",lbfOsYfiypV,lbfOsYfiypV
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"<15, Female, Negative",SpQbhb9EJjt,SpQbhb9EJjt
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"15+, Female, Negative",Pjb5TRAmBGi,Pjb5TRAmBGi
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"<15, Female, Positive",mq33twqgDWZ,mq33twqgDWZ
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"15+, Female, Positive",LnYfq7wx1hN,LnYfq7wx1hN
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"<15, Male, Negative",T4GeVmTlku0,T4GeVmTlku0
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"15+, Male, Negative",yRKlFwgl0rw,yRKlFwgl0rw
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"<15, Male, Positive",PrS9RqE1nmz,PrS9RqE1nmz
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"15+, Male, Positive",E2NnF5pE5K1,E2NnF5pE5K1
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"Unknown Age, Female, Negative",TYbr3JOxa52,TYbr3JOxa52
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"Unknown Age, Female, Positive",XDTwB2A1yY0,XDTwB2A1yY0
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"Unknown Age, Male, Negative",T7QvqSUhsns,T7QvqSUhsns
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age Aggregated/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age Agg/Sex/Result)",HTC_TST_N_DSD_Inpat_Agg_Age_Sex_Result,,mKI4Imeb0H8,"Unknown Age, Male, Positive",WhxSPg1g9Og,WhxSPg1g9Og
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 10-14, Female, Negative",hvtNfA73XhN,"10-14, Female, Negative",frIsAnU6KOZ,frIsAnU6KOZ
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 10-14, Female, Positive",hvtNfA73XhN,"10-14, Female, Positive",QdKC55saRRw,QdKC55saRRw
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 10-14, Male, Negative",hvtNfA73XhN,"10-14, Male, Negative",RnKGfzcpePu,RnKGfzcpePu
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 10-14, Male, Positive",hvtNfA73XhN,"10-14, Male, Positive",irSyYG6qqBZ,irSyYG6qqBZ
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 1-4, Female, Negative",hvtNfA73XhN,"1-4, Female, Negative",prSfkXlKE2r,prSfkXlKE2r
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 1-4, Female, Positive",hvtNfA73XhN,"1-4, Female, Positive",rZH5lIUD4nH,rZH5lIUD4nH
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 1-4, Male, Negative",hvtNfA73XhN,"1-4, Male, Negative",yDfHPRaDxwe,yDfHPRaDxwe
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 1-4, Male, Positive",hvtNfA73XhN,"1-4, Male, Positive",RnaDS67VAvQ,RnaDS67VAvQ
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 15-19, Female, Negative",hvtNfA73XhN,"15-19, Female, Negative",ltwvGENFQ0F,ltwvGENFQ0F
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 15-19, Female, Positive",hvtNfA73XhN,"15-19, Female, Positive",KAyyHkzmuL1,KAyyHkzmuL1
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 15-19, Male, Negative",hvtNfA73XhN,"15-19, Male, Negative",QZCuRi4MOLN,QZCuRi4MOLN
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 15-19, Male, Positive",hvtNfA73XhN,"15-19, Male, Positive",fhtynTWtvqv,fhtynTWtvqv
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | <1, Female, Negative",hvtNfA73XhN,"<1, Female, Negative",X9GstRdTsEy,X9GstRdTsEy
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | <1, Female, Positive",hvtNfA73XhN,"<1, Female, Positive",PPg7Yzjq0oF,PPg7Yzjq0oF
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | <1, Male, Negative",hvtNfA73XhN,"<1, Male, Negative",QNgjY1xNF2S,QNgjY1xNF2S
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | <1, Male, Positive",hvtNfA73XhN,"<1, Male, Positive",renXtk3VqTM,renXtk3VqTM
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 20-24, Female, Negative",hvtNfA73XhN,"20-24, Female, Negative",hyVPPHNEwLB,hyVPPHNEwLB
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 20-24, Female, Positive",hvtNfA73XhN,"20-24, Female, Positive",HYtbCWnAdG9,HYtbCWnAdG9
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 20-24, Male, Negative",hvtNfA73XhN,"20-24, Male, Negative",az6WUd9cNW8,az6WUd9cNW8
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 20-24, Male, Positive",hvtNfA73XhN,"20-24, Male, Positive",eSoHGswqAsd,eSoHGswqAsd
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 25-29, Female, Negative",hvtNfA73XhN,"25-29, Female, Negative",TU97qv4vJ5O,TU97qv4vJ5O
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 25-29, Female, Positive",hvtNfA73XhN,"25-29, Female, Positive",BoN2WhPnYl1,BoN2WhPnYl1
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 25-29, Male, Negative",hvtNfA73XhN,"25-29, Male, Negative",c4FaWCHZi2O,c4FaWCHZi2O
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 25-29, Male, Positive",hvtNfA73XhN,"25-29, Male, Positive",FmEMWg0TP1j,FmEMWg0TP1j
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 30-34, Female, Negative",hvtNfA73XhN,"30-34, Female, Negative",ydvrOz9X2My,ydvrOz9X2My
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 30-34, Female, Positive",hvtNfA73XhN,"30-34, Female, Positive",zrFplyGIhtL,zrFplyGIhtL
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 30-34, Male, Negative",hvtNfA73XhN,"30-34, Male, Negative",ldWyKRgvIyU,ldWyKRgvIyU
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 30-34, Male, Positive",hvtNfA73XhN,"30-34, Male, Positive",tDVcPbjxTPK,tDVcPbjxTPK
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 35-39, Female, Negative",hvtNfA73XhN,"35-39, Female, Negative",NHtO8EwLQ9l,NHtO8EwLQ9l
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 35-39, Female, Positive",hvtNfA73XhN,"35-39, Female, Positive",z6KOjZfpQcx,z6KOjZfpQcx
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 35-39, Male, Negative",hvtNfA73XhN,"35-39, Male, Negative",UQaQKObbrwj,UQaQKObbrwj
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 35-39, Male, Positive",hvtNfA73XhN,"35-39, Male, Positive",NlZJe4oDEFK,NlZJe4oDEFK
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 40-44, Female, Negative",hvtNfA73XhN,"40-44, Female, Negative",NFKXwU6Oeta,NFKXwU6Oeta
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 40-44, Female, Positive",hvtNfA73XhN,"40-44, Female, Positive",Q27GSYLDkGk,Q27GSYLDkGk
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 40-44, Male, Negative",hvtNfA73XhN,"40-44, Male, Negative",pe07Wvr90Zc,pe07Wvr90Zc
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 40-44, Male, Positive",hvtNfA73XhN,"40-44, Male, Positive",KY39qXVMOj1,KY39qXVMOj1
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 45-49, Female, Negative",hvtNfA73XhN,"45-49, Female, Negative",Z0jVIrTmC1P,Z0jVIrTmC1P
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 45-49, Female, Positive",hvtNfA73XhN,"45-49, Female, Positive",MMyMkF05moq,MMyMkF05moq
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 45-49, Male, Negative",hvtNfA73XhN,"45-49, Male, Negative",VZNJvQNlECI,VZNJvQNlECI
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 45-49, Male, Positive",hvtNfA73XhN,"45-49, Male, Positive",NGYepD2stMO,NGYepD2stMO
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 50+, Female, Negative",hvtNfA73XhN,"50+, Female, Negative",f95YntMQY6i,f95YntMQY6i
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 50+, Female, Positive",hvtNfA73XhN,"50+, Female, Positive",yPnEtFpqtt5,yPnEtFpqtt5
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 50+, Male, Negative",hvtNfA73XhN,"50+, Male, Negative",X1ckVzLvwRB,X1ckVzLvwRB
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 50+, Male, Positive",hvtNfA73XhN,"50+, Male, Positive",Z2jmPAIHrel,Z2jmPAIHrel
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 5-9, Female, Negative",hvtNfA73XhN,"5-9, Female, Negative",PFWJho4V0Bq,PFWJho4V0Bq
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 5-9, Female, Positive",hvtNfA73XhN,"5-9, Female, Positive",OdBhPUGWQ5m,OdBhPUGWQ5m
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 5-9, Male, Negative",hvtNfA73XhN,"5-9, Male, Negative",X8pGUJitiVE,X8pGUJitiVE
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | 5-9, Male, Positive",hvtNfA73XhN,"5-9, Male, Positive",T6zWRBnlJhR,T6zWRBnlJhR
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | Unknown Age, Female, Negative",hvtNfA73XhN,"Unknown Age, Female, Negative",cgJBzJWYOT7,cgJBzJWYOT7
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | Unknown Age, Female, Positive",hvtNfA73XhN,"Unknown Age, Female, Positive",Y2GIRv9dnAI,Y2GIRv9dnAI
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | Unknown Age, Male, Negative",hvtNfA73XhN,"Unknown Age, Male, Negative",c2lLmaFNeoE,c2lLmaFNeoE
MER Results: Facility Based,"HTS_TST (N, DSD, Inpat/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, Inpat/Age/Sex/Result)",HTS_TST_N_DSD_Inpat_Age_Sex_Result,"echo_HTS_TST_N_Inpat_Age_Sex_Result | Unknown Age, Male, Positive",hvtNfA73XhN,"Unknown Age, Male, Positive",lbfOsYfiypV,lbfOsYfiypV
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"FSW, Negative",moJTjWdUcXY,moJTjWdUcXY
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"FSW, Positive",YtrkH2Xrb12,YtrkH2Xrb12
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"MSM, Negative",kkkbGchekdj,kkkbGchekdj
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"MSM, Positive",i8VDE8xLSWJ,i8VDE8xLSWJ
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"People in prisons and other enclosed settings, Negative",qyNXQhzWglM,qyNXQhzWglM
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"People in prisons and other enclosed settings, Positive",NMYN9FAPqWa,NMYN9FAPqWa
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"PWID, Negative",nEKvoyX7K7X,nEKvoyX7K7X
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"PWID, Positive",xYyVHiXrvSi,xYyVHiXrvSi
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"TG, Negative",KnvSi171hvx,KnvSi171hvx
MER Results: Facility Based,"HTS_TST (N, DSD, KeyPop/Result): HTS received results","HTS_TST (N, DSD, KeyPop/Result)",HTC_TST_N_DSD_KeyPop_Result,,qhGxKnmrZBd,"TG, Positive",vvV2d1YvSSA,vvV2d1YvSSA
MER Results: Facility Based,"HTS_TST (N, DSD, Malnutrition/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, MN/Age/Sex/Result)",HTS_TST_N_DSD_MN_Age_Sex_Result,,NWnZzJD94qO,"1-4, Female, Negative",D9dXFmijBGl,D9dXFmijBGl
MER Results: Facility Based,"HTS_TST (N, DSD, Malnutrition/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, MN/Age/Sex/Result)",HTS_TST_N_DSD_MN_Age_Sex_Result,,NWnZzJD94qO,"1-4, Female, Positive",WW9zQXPweSr,WW9zQXPweSr
MER Results: Facility Based,"HTS_TST (N, DSD, Malnutrition/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, MN/Age/Sex/Result)",HTS_TST_N_DSD_MN_Age_Sex_Result,,NWnZzJD94qO,"1-4, Male, Negative",OcnRuPmsFUq,OcnRuPmsFUq
MER Results: Facility Based,"HTS_TST (N, DSD, Malnutrition/Age/Sex/Result): HTS received results","HTS_TST (N, DSD, MN/Age/Sex/Result)",HTS_TST_N_DSD_MN_Age_Sex_Result,,NWnZzJD94qO,"1-4, Male, Positive",oYSW4DGffvA,oYSW4DGffvA
